https://www.youtube.com/watch?v=tjJSeyIePqM,Rebekah--Soma-Sessions-(2020).opus
https://www.youtube.com/watch?v=67Lh8EC0r04,Len-Faki--Cercle-(2019).opus
https://www.youtube.com/watch?v=GG2IQguY-J0,Ellen-Allien--TTX-HOER-(April-2020).opus
https://www.youtube.com/watch?v=2tbq6OotJgo,Ellen-Allien-+-Matrixxman--TTX-HOER-(August-2020).opus
https://www.youtube.com/watch?v=z_EmuZyhqMU,I-Hate-Models--1NN3RT1ME.opus
https://www.youtube.com/watch?v=ERLy4Dam1pU,Bonobo--Mixmag-2017.opus
https://www.youtube.com/watch?v=TkhyxaVotoY,Monika-Kruse--RitterButzke-@-Naturkundemuseum-2020.opus
https://www.youtube.com/watch?v=Ca6pjR2TLns,Four-Tet--Boiler-Room-(2016).opus
https://www.youtube.com/watch?v=v4XiZkpqEIU,I-Hate-Models--Awakenings-(2018).opus
https://www.youtube.com/watch?v=jbcr6Umn7aQ,Cleric--Visions-01.opus
https://www.youtube.com/watch?v=oukwTJ81Zp0,Monika-Kruse--Cercle-(2018).opus
https://www.youtube.com/watch?v=Hkgik4edDpY,Mala--Boiler-Room-(2015).opus
https://www.youtube.com/watch?v=uVsfzprO7zs,Karenn--Boiler-Room-(2014).opus
https://www.youtube.com/watch?v=krGgK0muYrk,Richie-Hawtin--PlayDifferently-(May-2016)-.opus
https://www.youtube.com/watch?v=JlsScIadPVo,Richie-Hawtin--Junction-2-(2019).opus
https://www.youtube.com/watch?v=S8nPeVBIZy4,Kahn-&-Neek--Crack-Mix-#233.opus
https://www.youtube.com/watch?v=njVwfFFo5v4,Ishan-Sound--Boiler-Room-Bristol.opus
https://www.youtube.com/watch?v=p-ZLs0_hyaQ,"Kahn,-Neek,-Hi5-Ghost,-Boofy--The-Lab-(2014).opus"
https://www.youtube.com/watch?v=FdOfhuYW_OI,Tham--Griessmuehle-(2019-12-31).opus
https://www.youtube.com/watch?v=jyqu4TEoYxc,Tham--SYNOID-(2021).opus
https://www.youtube.com/watch?v=c2iPkk9LK8w,Hector-Oaks--DJKAOS11-(2021-11-07).opus
https://www.youtube.com/watch?v=Lv3f5sEe1Hw,Metaraph--2021-04-12.opus
https://www.youtube.com/watch?v=ACYyeNpnrnE,Kahn-&-Neek--fabriclive90.opus
https://www.youtube.com/watch?v=Q3no26KDuh0,Hector-Oaks-+-Ellen-Allien--2021-01-22.opus
https://www.youtube.com/watch?v=wwCX_ywSqFc,Paula-Temple--HATE-Podcast-230.opus
https://www.youtube.com/watch?v=Er7GjSb5mHU,Trym--2021-09-05-||-HOER.opus
https://www.youtube.com/watch?v=b6W8SekFekU,Gorgon-Sound--Boiler-Room-2015-11-17.opus
https://www.youtube.com/watch?v=C8BkFYAvXJs,Hector-Oaks--Boiler-Room-2018-12-15.opus
https://www.youtube.com/watch?v=HezCKoVNeYo,madwoman--2021-09-15-||-HOER.opus
https://www.youtube.com/watch?v=vpuHmH495us,Tigerhead--2019-11-18-||-HOER.opus
https://www.youtube.com/watch?v=DJsbzQqYUd0,Lea-Occhi--2019-10-09-||-HOER.opus
https://www.youtube.com/watch?v=CvQih7MNCog,Indira-Paganotto--2021-07-29-||-HOER.opus
https://www.youtube.com/watch?v=4aAarbUbft8,Hadone--2021-08-17-||-HOER.opus
https://www.youtube.com/watch?v=GadCqWKRk_I,Dasha-Rush--2020-05-16-||-HOER.opus
https://www.youtube.com/watch?v=AGrxq_Wzgsc,Neux--2021-08-12-||-HOER.opus
https://www.youtube.com/watch?v=gqUcPOiCkdk,Recondite--2021-09-07-||-HOER.opus
https://www.youtube.com/watch?v=vMmnm636T7s,Nastia--2021-09-28-||--HOER.opus
https://www.youtube.com/watch?v=Pn2fKIWwwM0,KASST--For-RYC.opus
https://www.youtube.com/watch?v=0oB97YhEukw,Daria-Kolosova--2021-10-01-||-HOER.opus
https://www.youtube.com/watch?v=OzAT7eU12hc,Alarico--2021-07-27-||-HOER.opus
https://www.youtube.com/watch?v=c2Eq-t9nBjE,Sama-Abdulhadi--Beatport-Lisbon-2021-11-11.opus
https://www.youtube.com/watch?v=Xwo8b4mwZpU,Wata-Igarashi--HATE-259.opus
https://www.youtube.com/watch?v=wNsvuaQwsX0,KASST--HATE-13.opus
https://www.youtube.com/watch?v=-5C0Uw340oU,KASST--Awakenings-2021.opus
https://www.youtube.com/watch?v=bqepazTrgQw,AADJA--2021-12-06-||-HOER.opus
https://www.youtube.com/watch?v=Kz9uoNiQJiI,I-Hate-Models--Reality-Check.opus
https://www.youtube.com/watch?v=qzQlNOUBN5s,Hadone--Reality-Check.opus
https://www.youtube.com/watch?v=q1UD7b59swA,Trudge--Reality-Check.opus
youtube.com/watch?v=h7gRK4cQcvY,ROUGE--Reality-Check.opus
https://www.youtube.com/watch?v=qLqiz1DdPzM,I-Hate-Models--Slam-Radio-2013.opus
https://www.youtube.com/watch?v=Jr_C7YDI3vM,KOZLOV--Monasterio-2021.opus
https://www.youtube.com/watch?v=uTgWSKxAdZw,Kangding-Ray--HATE-273.opus
https://www.youtube.com/watch?v=jeag1KjksME,Temudo--HATE-272.opus
https://www.youtube.com/watch?v=FacgmjRXHTc,Psyk--HATE-185.opus
https://www.youtube.com/watch?v=WXO5sa55L98,Randomer--HATE-154.opus
https://www.youtube.com/watch?v=9b-fSuu3WW0,Quelza--HATE-278.opus
https://www.youtube.com/watch?v=aam9VvzFuI0,Mick-Gordon--Doom-Eternal-OST.opus
https://www.youtube.com/watch?v=k1Wq8U2Sk4o,Tham--BCCO-Tower-Invites-#3.opus
https://www.youtube.com/watch?v=pZRUuAr4Zgs,Tham--Lebendig-Showcase.opus
